start,mid1,mid2,end
USDC,XDC,USDT,USDC
USDC,USDT,XDC,USDC
USDC,ZORA,USDT,USDC
USDC,USDT,ZORA,USDC
USDC,XMR,USDT,USDC
USDC,USDT,XMR,USDC
USDC,VANRY,USDT,USDC
USDC,USDT,VANRY,USDC
USDC,VELODROME,USDT,USDC
USDC,USDT,VELODROME,USDC
USDC,ZRO,USDT,USDC
USDC,USDT,ZRO,USDC
USDC,VET,USDT,USDC
USDC,USDT,VET,USDC
USDC,ZBT,USDT,USDC
USDC,USDT,ZBT,USDC
USDC,ZK,USDT,USDC
USDC,USDT,ZK,USDC
USDC,YGG,USDT,USDC
USDC,USDT,YGG,USDC
USDC,ZKP,USDT,USDC
USDC,USDT,ZKP,USDC
USDC,XEN,USDT,USDC
USDC,USDT,XEN,USDC
USDC,ZBCN,USDT,USDC
USDC,USDT,ZBCN,USDC
USDC,XAI,USDT,USDC
USDC,USDT,XAI,USDC
USDC,WET,USDT,USDC
USDC,USDT,WET,USDC
USDC,WAVES,USDT,USDC
USDC,USDT,WAVES,USDC
USDC,WAL,USDT,USDC
USDC,USDT,WAL,USDC
USDC,VIRTUAL,USDT,USDC
USDC,USDT,VIRTUAL,USDC
USDC,YB,USDT,USDC
USDC,USDT,YB,USDC
USDC,ZEN,USDT,USDC
USDC,USDT,ZEN,USDC
USDC,WLD,USDT,USDC
USDC,USDT,WLD,USDC
USDC,USUAL,USDT,USDC
USDC,USDT,USUAL,USDC
USDC,WCT,USDT,USDC
USDC,USDT,WCT,USDC
USDC,XPL,USDT,USDC
USDC,USDT,XPL,USDC
USDC,ZEC,USDT,USDC
USDC,USDT,ZEC,USDC
USDC,XTZ,USDT,USDC
USDC,USDT,XTZ,USDC
USDC,ZKC,USDT,USDC
USDC,USDT,ZKC,USDC
AZERO,USDC,USDT,AZERO
AZERO,USDT,USDC,AZERO
AZERO,USDT,USDC,AZERO
AZERO,USDC,USDT,AZERO
LINK,EUR,USDC,LINK
LINK,USDC,EUR,LINK
LINK,EUR,USDT,LINK
LINK,USDT,EUR,LINK
LINK,EUR,ETH,LINK
LINK,ETH,EUR,LINK
LINK,ETH,USDT,LINK
LINK,USDT,ETH,LINK
LINK,ETH,USDC,LINK
LINK,USDC,ETH,LINK
LINK,ETH,EUR,LINK
LINK,EUR,ETH,LINK
LINK,USDT,USDC,LINK
LINK,USDC,USDT,LINK
LINK,USDT,EUR,LINK
LINK,EUR,USDT,LINK
LINK,USDT,ETH,LINK
LINK,ETH,USDT,LINK
LINK,USDC,USDT,LINK
LINK,USDT,USDC,LINK
LINK,USDC,EUR,LINK
LINK,EUR,USDC,LINK
LINK,USDC,ETH,LINK
LINK,ETH,USDC,LINK
ZORA,USDT,USDC,ZORA
ZORA,USDC,USDT,ZORA
ZORA,USDC,USDT,ZORA
ZORA,USDT,USDC,ZORA
BMT,USDC,USDT,BMT
BMT,USDT,USDC,BMT
BMT,USDT,USDC,BMT
BMT,USDC,USDT,BMT
KERNEL,USDC,USDT,KERNEL
KERNEL,USDT,USDC,KERNEL
KERNEL,USDT,USDC,KERNEL
KERNEL,USDC,USDT,KERNEL
MEME,USDC,USDT,MEME
MEME,USDT,USDC,MEME
MEME,USDT,USDC,MEME
MEME,USDC,USDT,MEME
MIRA,USDC,USDT,MIRA
MIRA,USDT,USDC,MIRA
MIRA,USDT,USDC,MIRA
MIRA,USDC,USDT,MIRA
MORPHO,USDC,USDT,MORPHO
MORPHO,USDT,USDC,MORPHO
MORPHO,USDT,USDC,MORPHO
MORPHO,USDC,USDT,MORPHO
AIOT,USDC,USDT,AIOT
AIOT,USDT,USDC,AIOT
AIOT,USDT,USDC,AIOT
AIOT,USDC,USDT,AIOT
OMG,BTC,USDT,OMG
OMG,USDT,BTC,OMG
OMG,USDT,BTC,OMG
OMG,BTC,USDT,OMG
FUN,USDC,USDT,FUN
FUN,USDT,USDC,FUN
FUN,USDT,USDC,FUN
FUN,USDC,USDT,FUN
GRT,USDC,USDT,GRT
GRT,USDT,USDC,GRT
GRT,USDT,USDC,GRT
GRT,USDC,USDT,GRT
PARTI,USDC,USDT,PARTI
PARTI,USDT,USDC,PARTI
PARTI,USDT,USDC,PARTI
PARTI,USDC,USDT,PARTI
QUBIC,USDC,USDT,QUBIC
QUBIC,USDT,USDC,QUBIC
QUBIC,USDT,USDC,QUBIC
QUBIC,USDC,USDT,QUBIC
ASTER,USDC,USDT,ASTER
ASTER,USDT,USDC,ASTER
ASTER,USDT,USDC,ASTER
ASTER,USDC,USDT,ASTER
RIO,EUR,USDC,RIO
RIO,USDC,EUR,RIO
RIO,EUR,USDT,RIO
RIO,USDT,EUR,RIO
RIO,USDC,USDT,RIO
RIO,USDT,USDC,RIO
RIO,USDC,EUR,RIO
RIO,EUR,USDC,RIO
RIO,USDT,USDC,RIO
RIO,USDC,USDT,RIO
RIO,USDT,EUR,RIO
RIO,EUR,USDT,RIO
HYPE,USDC,USDT,HYPE
HYPE,USDT,USDC,HYPE
HYPE,USDT,USDC,HYPE
HYPE,USDC,USDT,HYPE
IRYS,USDC,USDT,IRYS
IRYS,USDT,USDC,IRYS
IRYS,USDT,USDC,IRYS
IRYS,USDC,USDT,IRYS
PHA,USDC,USDT,PHA
PHA,USDT,USDC,PHA
PHA,USDT,USDC,PHA
PHA,USDC,USDT,PHA
XPL,USDT,USDC,XPL
XPL,USDC,USDT,XPL
XPL,USDC,USDT,XPL
XPL,USDT,USDC,XPL
WBTC,USDT,USDC,WBTC
WBTC,USDC,USDT,WBTC
WBTC,USDT,BTC,WBTC
WBTC,BTC,USDT,WBTC
WBTC,BTC,USDT,WBTC
WBTC,USDT,BTC,WBTC
WBTC,BTC,USDC,WBTC
WBTC,USDC,BTC,WBTC
WBTC,USDC,USDT,WBTC
WBTC,USDT,USDC,WBTC
WBTC,USDC,BTC,WBTC
WBTC,BTC,USDC,WBTC
CVX,USDC,USDT,CVX
CVX,USDT,USDC,CVX
CVX,USDT,USDC,CVX
CVX,USDC,USDT,CVX
PEPE,EUR,USDC,PEPE
PEPE,USDC,EUR,PEPE
PEPE,EUR,USDT,PEPE
PEPE,USDT,EUR,PEPE
PEPE,USDC,USDT,PEPE
PEPE,USDT,USDC,PEPE
PEPE,USDC,EUR,PEPE
PEPE,EUR,USDC,PEPE
PEPE,USDT,USDC,PEPE
PEPE,USDC,USDT,PEPE
PEPE,USDT,EUR,PEPE
PEPE,EUR,USDT,PEPE
PEPE,USDT,USDE,PEPE
PEPE,USDE,USDT,PEPE
PEPE,USDE,USDT,PEPE
PEPE,USDT,USDE,PEPE
REZ,USDC,USDT,REZ
REZ,USDT,USDC,REZ
REZ,USDT,USDC,REZ
REZ,USDC,USDT,REZ
SAHARA,USD1,USDT,SAHARA
SAHARA,USDT,USD1,SAHARA
SAHARA,USDT,USDC,SAHARA
SAHARA,USDC,USDT,SAHARA
SAHARA,USDT,USD1,SAHARA
SAHARA,USD1,USDT,SAHARA
SAHARA,USDC,USDT,SAHARA
SAHARA,USDT,USDC,SAHARA
ZKP,USDT,USDC,ZKP
ZKP,USDC,USDT,ZKP
ZKP,USDC,USDT,ZKP
ZKP,USDT,USDC,ZKP
SNX,ETH,USDT,SNX
SNX,USDT,ETH,SNX
SNX,ETH,USDC,SNX
SNX,USDC,ETH,SNX
SNX,USDC,USDT,SNX
SNX,USDT,USDC,SNX
SNX,USDC,ETH,SNX
SNX,ETH,USDC,SNX
SNX,USDT,USDC,SNX
SNX,USDC,USDT,SNX
SNX,USDT,ETH,SNX
SNX,ETH,USDT,SNX
TON,EUR,USDC,TON
TON,USDC,EUR,TON
TON,EUR,USDT,TON
TON,USDT,EUR,TON
TON,USDC,USDT,TON
TON,USDT,USDC,TON
TON,USDC,EUR,TON
TON,EUR,USDC,TON
TON,USDT,USDC,TON
TON,USDC,USDT,TON
TON,USDT,EUR,TON
TON,EUR,USDT,TON
SHIB,EUR,USDC,SHIB
SHIB,USDC,EUR,SHIB
SHIB,EUR,USDT,SHIB
SHIB,USDT,EUR,SHIB
SHIB,USDC,USDT,SHIB
SHIB,USDT,USDC,SHIB
SHIB,USDC,EUR,SHIB
SHIB,EUR,USDC,SHIB
SHIB,USDT,USDC,SHIB
SHIB,USDC,USDT,SHIB
SHIB,USDT,EUR,SHIB
SHIB,EUR,USDT,SHIB
LDO,USDC,USDT,LDO
LDO,USDT,USDC,LDO
LDO,USDT,USDC,LDO
LDO,USDC,USDT,LDO
SAGA,USDC,USDT,SAGA
SAGA,USDT,USDC,SAGA
SAGA,USDT,USDC,SAGA
SAGA,USDC,USDT,SAGA
ATOM,USDC,USDT,ATOM
ATOM,USDT,USDC,ATOM
ATOM,USDC,BTC,ATOM
ATOM,BTC,USDC,ATOM
ATOM,USDT,USDC,ATOM
ATOM,USDC,USDT,ATOM
ATOM,USDT,BTC,ATOM
ATOM,BTC,USDT,ATOM
ATOM,BTC,USDT,ATOM
ATOM,USDT,BTC,ATOM
ATOM,BTC,USDC,ATOM
ATOM,USDC,BTC,ATOM
SOL,BRL,USDT,SOL
SOL,USDT,BRL,SOL
SOL,BRL,USDC,SOL
SOL,USDC,BRL,SOL
SOL,BRL,BTC,SOL
SOL,BTC,BRL,SOL
SOL,USDT,USDC,SOL
SOL,USDC,USDT,SOL
SOL,USDT,BTC,SOL
SOL,BTC,USDT,SOL
SOL,USDT,EUR,SOL
SOL,EUR,USDT,SOL
SOL,USDT,USD1,SOL
SOL,USD1,USDT,SOL
SOL,USDT,BRL,SOL
SOL,BRL,USDT,SOL
SOL,USDT,USDE,SOL
SOL,USDE,USDT,SOL
SOL,USDC,USDT,SOL
SOL,USDT,USDC,SOL
SOL,USDC,BTC,SOL
SOL,BTC,USDC,SOL
SOL,USDC,EUR,SOL
SOL,EUR,USDC,SOL
SOL,USDC,BRL,SOL
SOL,BRL,USDC,SOL
SOL,BTC,USDT,SOL
SOL,USDT,BTC,SOL
SOL,BTC,USDC,SOL
SOL,USDC,BTC,SOL
SOL,BTC,EUR,SOL
SOL,EUR,BTC,SOL
SOL,BTC,BRL,SOL
SOL,BRL,BTC,SOL
SOL,BTC,USDE,SOL
SOL,USDE,BTC,SOL
SOL,BTC,USD1,SOL
SOL,USD1,BTC,SOL
SOL,EUR,BTC,SOL
SOL,BTC,EUR,SOL
SOL,EUR,USDC,SOL
SOL,USDC,EUR,SOL
SOL,EUR,USDT,SOL
SOL,USDT,EUR,SOL
SOL,USDE,BTC,SOL
SOL,BTC,USDE,SOL
SOL,USDE,USDT,SOL
SOL,USDT,USDE,SOL
SOL,USD1,USDT,SOL
SOL,USDT,USD1,SOL
SOL,USD1,BTC,SOL
SOL,BTC,USD1,SOL
DOLO,USDC,USDT,DOLO
DOLO,USDT,USDC,DOLO
DOLO,USDT,USDC,DOLO
DOLO,USDC,USDT,DOLO
HIVE,USDC,USDT,HIVE
HIVE,USDT,USDC,HIVE
HIVE,USDT,USDC,HIVE
HIVE,USDC,USDT,HIVE
RAY,USDC,USDT,RAY
RAY,USDT,USDC,RAY
RAY,USDT,USDC,RAY
RAY,USDC,USDT,RAY
A,USDC,USDT,A
A,USDT,USDC,A
A,USDC,BTC,A
A,BTC,USDC,A
A,USDT,USDC,A
A,USDC,USDT,A
A,USDT,BTC,A
A,BTC,USDT,A
A,BTC,USDT,A
A,USDT,BTC,A
A,BTC,USDC,A
A,USDC,BTC,A
B,USD1,USDT,B
B,USDT,USD1,B
B,USDT,USD1,B
B,USD1,USDT,B
BARD,USDC,USDT,BARD
BARD,USDT,USDC,BARD
BARD,USDT,USDC,BARD
BARD,USDC,USDT,BARD
KMNO,USDC,USDT,KMNO
KMNO,USDT,USDC,KMNO
KMNO,USDT,USDC,KMNO
KMNO,USDC,USDT,KMNO
PAXG,USDC,USDT,PAXG
PAXG,USDT,USDC,PAXG
PAXG,USDT,USDC,PAXG
PAXG,USDC,USDT,PAXG
ENJ,USDC,USDT,ENJ
ENJ,USDT,USDC,ENJ
ENJ,USDT,USDC,ENJ
ENJ,USDC,USDT,ENJ
ERA,USDC,USDT,ERA
ERA,USDT,USDC,ERA
ERA,USDT,USDC,ERA
ERA,USDC,USDT,ERA
PENGU,USDC,USDT,PENGU
PENGU,USDT,USDC,PENGU
PENGU,USDT,USDC,PENGU
PENGU,USDC,USDT,PENGU
STABLE,USDC,USDT,STABLE
STABLE,USDT,USDC,STABLE
STABLE,USDT,USDC,STABLE
STABLE,USDC,USDT,STABLE
1INCH,USDC,USDT,1INCH
1INCH,USDT,USDC,1INCH
1INCH,USDT,USDC,1INCH
1INCH,USDC,USDT,1INCH
BLUR,USDC,USDT,BLUR
BLUR,USDT,USDC,BLUR
BLUR,USDT,USDC,BLUR
BLUR,USDC,USDT,BLUR
BOB,USDC,USDT,BOB
BOB,USDT,USDC,BOB
BOB,USDT,USDC,BOB
BOB,USDC,USDT,BOB
FLOKI,USDC,USDT,FLOKI
FLOKI,USDT,USDC,FLOKI
FLOKI,USDT,USDC,FLOKI
FLOKI,USDC,USDT,FLOKI
MMT,USDC,USDT,MMT
MMT,USDT,USDC,MMT
MMT,USDT,USDC,MMT
MMT,USDC,USDT,MMT
S,USDC,USDT,S
S,USDT,USDC,S
S,USDT,USDC,S
S,USDC,USDT,S
BNB,USDC,USDT,BNB
BNB,USDT,USDC,BNB
BNB,USDT,USDC,BNB
BNB,USDC,USDT,BNB
AVNT,USDC,USDT,AVNT
AVNT,USDT,USDC,AVNT
AVNT,USDT,USDC,AVNT
AVNT,USDC,USDT,AVNT
BLESS,USDC,USDT,BLESS
BLESS,USDT,USDC,BLESS
BLESS,USDT,USDC,BLESS
BLESS,USDC,USDT,BLESS
CAW,USDC,USDT,CAW
CAW,USDT,USDC,CAW
CAW,USDT,USDC,CAW
CAW,USDC,USDT,CAW
HOME,USDC,USDT,HOME
HOME,USDT,USDC,HOME
HOME,USDT,USDC,HOME
HOME,USDC,USDT,HOME
KAIA,USDC,USDT,KAIA
KAIA,USDT,USDC,KAIA
KAIA,USDT,USDC,KAIA
KAIA,USDC,USDT,KAIA
BDX,BTC,USDT,BDX
BDX,USDT,BTC,BDX
BDX,USDT,BTC,BDX
BDX,BTC,USDT,BDX
HBAR,USDC,USDT,HBAR
HBAR,USDT,USDC,HBAR
HBAR,USDT,USDC,HBAR
HBAR,USDC,USDT,HBAR
LPT,USDC,USDT,LPT
LPT,USDT,USDC,LPT
LPT,USDT,USDC,LPT
LPT,USDC,USDT,LPT
SUSHI,USDC,USDT,SUSHI
SUSHI,USDT,USDC,SUSHI
SUSHI,USDT,USDC,SUSHI
SUSHI,USDC,USDT,SUSHI
TST,USDC,USDT,TST
TST,USDT,USDC,TST
TST,USDT,USDC,TST
TST,USDC,USDT,TST
COMP,USDC,USDT,COMP
COMP,USDT,USDC,COMP
COMP,USDT,USDC,COMP
COMP,USDC,USDT,COMP
RARE,USDC,USDT,RARE
RARE,USDT,USDC,RARE
RARE,USDT,USDC,RARE
RARE,USDC,USDT,RARE
USDE,ETH,USDT,USDE
USDE,USDT,ETH,USDE
USDE,ETH,XRP,USDE
USDE,XRP,ETH,USDE
USDE,ETH,BTC,USDE
USDE,BTC,ETH,USDE
USDE,BTC,USDT,USDE
USDE,USDT,BTC,USDE
USDE,BTC,XRP,USDE
USDE,XRP,BTC,USDE
USDE,BTC,SOL,USDE
USDE,SOL,BTC,USDE
USDE,BTC,ETH,USDE
USDE,ETH,BTC,USDE
USDE,BTC,TRX,USDE
USDE,TRX,BTC,USDE
USDE,SOL,USDT,USDE
USDE,USDT,SOL,USDE
USDE,SOL,BTC,USDE
USDE,BTC,SOL,USDE
USDE,TRX,BTC,USDE
USDE,BTC,TRX,USDE
USDE,TRX,USDT,USDE
USDE,USDT,TRX,USDE
USDE,USDT,BTC,USDE
USDE,BTC,USDT,USDE
USDE,USDT,ETH,USDE
USDE,ETH,USDT,USDE
USDE,USDT,SOL,USDE
USDE,SOL,USDT,USDE
USDE,USDT,XRP,USDE
USDE,XRP,USDT,USDE
USDE,USDT,TRX,USDE
USDE,TRX,USDT,USDE
USDE,USDT,DOGE,USDE
USDE,DOGE,USDT,USDE
USDE,USDT,ENA,USDE
USDE,ENA,USDT,USDE
USDE,USDT,ETHFI,USDE
USDE,ETHFI,USDT,USDE
USDE,USDT,ULTIMA,USDE
USDE,ULTIMA,USDT,USDE
USDE,USDT,PEPE,USDE
USDE,PEPE,USDT,USDE
USDE,USDT,KAS,USDE
USDE,KAS,USDT,USDE
USDE,USDT,PI,USDE
USDE,PI,USDT,USDE
USDE,USDT,SUI,USDE
USDE,SUI,USDT,USDE
USDE,XRP,ETH,USDE
USDE,ETH,XRP,USDE
USDE,XRP,USDT,USDE
USDE,USDT,XRP,USDE
USDE,XRP,BTC,USDE
USDE,BTC,XRP,USDE
USDE,DOGE,USDT,USDE
USDE,USDT,DOGE,USDE
USDE,ENA,USDT,USDE
USDE,USDT,ENA,USDE
USDE,ETHFI,USDT,USDE
USDE,USDT,ETHFI,USDE
USDE,KAS,USDT,USDE
USDE,USDT,KAS,USDE
USDE,PEPE,USDT,USDE
USDE,USDT,PEPE,USDE
USDE,PI,USDT,USDE
USDE,USDT,PI,USDE
USDE,SUI,USDT,USDE
USDE,USDT,SUI,USDE
USDE,ULTIMA,USDT,USDE
USDE,USDT,ULTIMA,USDE
CAKE,USDC,USDT,CAKE
CAKE,USDT,USDC,CAKE
CAKE,USDT,USDC,CAKE
CAKE,USDC,USDT,CAKE
ORCA,USDC,USDT,ORCA
ORCA,USDT,USDC,ORCA
ORCA,USDT,USDC,ORCA
ORCA,USDC,USDT,ORCA
QNT,USDC,USDT,QNT
QNT,USDT,USDC,QNT
QNT,USDT,USDC,QNT
QNT,USDC,USDT,QNT
USUAL,USDT,USDC,USUAL
USUAL,USDC,USDT,USUAL
USUAL,USDC,USDT,USUAL
USUAL,USDT,USDC,USUAL
VINE,USDT,BRL,VINE
VINE,BRL,USDT,VINE
VINE,BRL,USDT,VINE
VINE,USDT,BRL,VINE
DASH,BTC,USDT,DASH
DASH,USDT,BTC,DASH
DASH,BTC,USDC,DASH
DASH,USDC,BTC,DASH
DASH,USDT,USDC,DASH
DASH,USDC,USDT,DASH
DASH,USDT,BTC,DASH
DASH,BTC,USDT,DASH
DASH,USDC,USDT,DASH
DASH,USDT,USDC,DASH
DASH,USDC,BTC,DASH
DASH,BTC,USDC,DASH
